full_name,course_name,present_days,total_days
"Ishaan Thakur","Smart Grid Technology",1,1
"Kunal Bansal","Smart Grid Technology",0,2
"Siddharth Mehta","Smart Grid Technology",2,2
"Aditya Pandey","Smart Grid Technology",0,1
"Nikhil Sharma","Smart Grid Technology",1,1
"Harsh Nair","Smart Grid Technology",0,1
"Arjun Kapoor","Smart Grid Technology",1,1
"Vivaan Kapoor","Smart Grid Technology",1,1
"Arjun Menon","Smart Grid Technology",1,1
"Om Thakur","Smart Grid Technology",1,1
"Aarav Choudhary","Smart Grid Technology",0,1
"Aditya Reddy","Smart Grid Technology",2,2
"Varun Gupta","Smart Grid Technology",1,1
"Ritesh Reddy","Smart Grid Technology",1,1
"Nikhil Bansal","Smart Grid Technology",1,1
"Harsh Sharma","Smart Grid Technology",1,1
"Pooja Khanna","Smart Grid Technology",1,1
"Pooja Mehta","Smart Grid Technology",1,1
"Yash Sinha","Smart Grid Technology",0,1
"Diya Menon","Smart Grid Technology",1,1
"Nikhil Agarwal","Smart Grid Technology",1,1
"Varun Jain","Smart Grid Technology",0,1
"Sneha Rao","Smart Grid Technology",1,1
"Harsh Iyer","Smart Grid Technology",1,1
"Tanmay Ghosh","Smart Grid Technology",1,1
"Neha Gupta","Smart Grid Technology",1,1
"Om Pandey","Smart Grid Technology",1,1
"Dev Thakur","Smart Grid Technology",2,2
"Mohit Sharma","Smart Grid Technology",1,1
"Sneha Khanna","Smart Grid Technology",0,1
"Aditya Mehta","Smart Grid Technology",1,1
"Aditi Iyer","Smart Grid Technology",1,1
"Tanmay Bansal","Smart Grid Technology",1,1
"Ishaan Reddy","Smart Grid Technology",1,1
"Neha Reddy","Smart Grid Technology",1,1
"Om Choudhary","Smart Grid Technology",1,1
"Aditi Ghosh","Smart Grid Technology",1,1
"Sai Reddy","Smart Grid Technology",1,1
"Ananya Patel","Smart Grid Technology",0,1
"Aman Mehta","Smart Grid Technology",1,1
"Harsh Patel","Smart Grid Technology",0,1
"Varun Menon","Smart Grid Technology",0,1
"Om Bansal","Smart Grid Technology",0,1
"Vivaan Bansal","Smart Grid Technology",1,1
"Neha Menon","Smart Grid Technology",1,1
"Aman Sharma","Smart Grid Technology",1,1
"Krishna Dubey","Smart Grid Technology",1,1
"Kunal Sinha","Blockchain Technology",0,1
"Arjun Nair","Blockchain Technology",1,1
"Aditya Joshi","Blockchain Technology",2,2
"Sneha Das","Blockchain Technology",1,2
"Manav Nair","Blockchain Technology",1,1
"Dev Nair","Blockchain Technology",2,2
"Harsh Thakur","Blockchain Technology",1,1
"Varun Dubey","Blockchain Technology",1,1
"Arjun Choudhary","Blockchain Technology",1,1
"Kunal Rao","Blockchain Technology",1,1
"Aarav Menon","Blockchain Technology",1,1
"Aditi Iyer","Blockchain Technology",1,2
"Krishna Dubey","Blockchain Technology",0,1
"Arjun Joshi","Blockchain Technology",1,1
"Kunal Agarwal","Blockchain Technology",0,1
"Nikhil Dubey","Blockchain Technology",0,2
"Pooja Mehta","Blockchain Technology",0,1
"Manav Rao","Blockchain Technology",1,1
"Varun Mehta","Blockchain Technology",1,1
"Tanmay Rao","Blockchain Technology",1,1
"Aarav Khanna","Blockchain Technology",1,1
"Krishna Das","Blockchain Technology",1,1
"Kavya Rao","Blockchain Technology",1,1
"Rohan Pandey","Blockchain Technology",0,1
"Manav Kapoor","Blockchain Technology",1,1
"Neha Rao","Blockchain Technology",0,1
"Rohan Khanna","Blockchain Technology",1,1
"Diya Agarwal","Blockchain Technology",1,1
"Priya Reddy","Blockchain Technology",1,1
"Manav Jain","Blockchain Technology",2,2
"Mohit Reddy","Blockchain Technology",1,1
"Deepak Pandey","Blockchain Technology",1,1
"Varun Sharma","Blockchain Technology",1,1
"Om Patel","Blockchain Technology",2,2
"Nikhil Kapoor","Blockchain Technology",0,1
"Ritika Menon","Blockchain Technology",2,2
"Aditi Joshi","Blockchain Technology",1,1
"Ritesh Reddy","Blockchain Technology",2,2
"Ishaan Thakur","Blockchain Technology",1,1
"Varun Verma","Blockchain Technology",1,1
"Rahul Rao","Blockchain Technology",1,1
"Pooja Sinha","Blockchain Technology",1,1
"Aman Rao","Blockchain Technology",0,1
"Tanmay Dubey","Blockchain Technology",2,2
"Diya Menon","Blockchain Technology",0,1
"Dev Sinha","Blockchain Technology",0,1
"Neha Sinha","Blockchain Technology",1,1
"Rohan Verma","Blockchain Technology",2,2
"Diya Verma","Blockchain Technology",1,1
"Varun Menon","Blockchain Technology",1,1
"Varun Das","Blockchain Technology",1,1
"Ritika Pandey","Blockchain Technology",1,1
"Aman Gupta","Blockchain Technology",0,1
"Tanmay Jain","Blockchain Technology",1,1
"Pooja Dubey","Blockchain Technology",1,1
"Pooja Ghosh","Blockchain Technology",1,1
"Tanmay Gupta","Blockchain Technology",3,3
"Aditya Verma","Blockchain Technology",1,1
"Vivaan Khanna","Blockchain Technology",1,1
"Sai Verma","Blockchain Technology",1,1
"Kunal Reddy","Blockchain Technology",1,1
"Sneha Khanna","Blockchain Technology",2,2
"Sai Menon","Blockchain Technology",1,1
"Neha Agarwal","Blockchain Technology",1,1
"Krishna Patel","Blockchain Technology",1,1
"Meera Rao","Blockchain Technology",1,1
"Kunal Das","Blockchain Technology",1,1
"Ritika Iyer","Blockchain Technology",1,1
"Pooja Nair","Blockchain Technology",1,1
"Deepak Patel","Blockchain Technology",1,1
"Aman Joshi","Blockchain Technology",1,1
"Arjun Patel","Blockchain Technology",1,2
"Manav Pandey","Blockchain Technology",0,1
"Yash Nair","Blockchain Technology",0,1
"Mohit Thakur","Blockchain Technology",1,1
"Kavya Das","Blockchain Technology",1,2
"Rahul Khanna","Blockchain Technology",1,1
"Aarav Kapoor","Blockchain Technology",0,1
"Diya Nair","Blockchain Technology",0,1
"Ananya Iyer","Blockchain Technology",1,1
"Ishaan Patel","Blockchain Technology",1,1
"Neha Nair","Blockchain Technology",1,1
"Aditya Mehta","Blockchain Technology",1,1
"Diya Jain","Blockchain Technology",1,1
"Kunal Thakur","Blockchain Technology",1,1
"Aman Jain","Blockchain Technology",1,1
"Krishna Sharma","Blockchain Technology",1,1
"Sneha Iyer","Blockchain Technology",1,1
"Varun Gupta","Blockchain Technology",1,1
"Ritika Jain","Blockchain Technology",1,1
"Sai Ghosh","Blockchain Technology",0,1
"Pooja Jain","Blockchain Technology",1,1
"Ananya Verma","Blockchain Technology",1,1
"Siddharth Menon","Blockchain Technology",1,1
"Priya Menon","Blockchain Technology",1,1
"Aarav Nair","Blockchain Technology",1,1
"Ritika Verma","Blockchain Technology",1,1
"Deepak Choudhary","Blockchain Technology",1,1
"Ritika Sinha","Blockchain Technology",1,1
"Pooja Kapoor","Blockchain Technology",0,1
"Yash Ghosh","Blockchain Technology",0,1
"Siddharth Bansal","Blockchain Technology",1,1
"Arjun Agarwal","Blockchain Technology",1,1
"Vivaan Menon","Blockchain Technology",1,1
"Pooja Choudhary","Blockchain Technology",0,1
"Harsh Sinha","High Voltage Engineering",0,1
"Kunal Reddy","High Voltage Engineering",1,1
"Aditi Iyer","High Voltage Engineering",1,1
"Mohit Jain","High Voltage Engineering",1,1
"Sai Das","High Voltage Engineering",2,2
"Rohan Kapoor","High Voltage Engineering",2,2
"Ananya Khanna","High Voltage Engineering",1,1
"Vivaan Das","High Voltage Engineering",2,2
"Ritika Pandey","High Voltage Engineering",1,1
"Aditya Jain","High Voltage Engineering",1,1
"Mohit Dubey","High Voltage Engineering",1,1
"Kunal Jain","High Voltage Engineering",1,1
"Ritika Agarwal","High Voltage Engineering",2,2
"Kunal Dubey","High Voltage Engineering",1,1
"Krishna Gupta","High Voltage Engineering",2,2
"Varun Menon","High Voltage Engineering",1,1
"Rahul Verma","High Voltage Engineering",1,1
"Ananya Ghosh","High Voltage Engineering",1,1
"Nikhil Sharma","High Voltage Engineering",2,3
"Harsh Das","High Voltage Engineering",1,1
"Manav Ghosh","High Voltage Engineering",1,1
"Meera Verma","High Voltage Engineering",2,2
"Kunal Thakur","High Voltage Engineering",2,2
"Rohan Agarwal","High Voltage Engineering",0,1
"Meera Bansal","High Voltage Engineering",1,1
"Diya Jain","High Voltage Engineering",0,1
"Siddharth Rao","High Voltage Engineering",1,1
"Ritesh Gupta","High Voltage Engineering",0,1
"Krishna Menon","High Voltage Engineering",2,2
"Yash Mehta","High Voltage Engineering",1,1
"Kavya Sinha","High Voltage Engineering",0,1
"Siddharth Iyer","High Voltage Engineering",1,1
"Meera Kapoor","High Voltage Engineering",1,1
"Kunal Menon","High Voltage Engineering",0,1
"Aman Ghosh","High Voltage Engineering",1,1
"Rohan Dubey","High Voltage Engineering",1,1
"Diya Das","High Voltage Engineering",1,1
"Pooja Iyer","High Voltage Engineering",1,1
"Ishaan Agarwal","High Voltage Engineering",1,1
"Deepak Iyer","High Voltage Engineering",0,1
"Ananya Choudhary","High Voltage Engineering",1,1
"Kunal Bansal","High Voltage Engineering",2,2
"Ritesh Menon","High Voltage Engineering",1,1
"Siddharth Jain","High Voltage Engineering",1,1
"Neha Pandey","High Voltage Engineering",1,1
"Aarav Sinha","High Voltage Engineering",1,1
"Tanmay Jain","High Voltage Engineering",1,1
"Varun Sinha","High Voltage Engineering",1,1
"Dev Nair","High Voltage Engineering",1,1
"Nikhil Jain","High Voltage Engineering",1,1
"Dev Kapoor","High Voltage Engineering",1,1
"Tanmay Nair","High Voltage Engineering",1,1
"Meera Jain","High Voltage Engineering",1,1
"Siddharth Agarwal","High Voltage Engineering",1,1
"Sneha Khanna","High Voltage Engineering",0,1
"Neha Choudhary","High Voltage Engineering",1,1
"Nikhil Kapoor","High Voltage Engineering",2,2
"Neha Iyer","High Voltage Engineering",2,2
"Rohan Choudhary","High Voltage Engineering",1,1
"Mohit Das","High Voltage Engineering",1,1
"Tanmay Reddy","High Voltage Engineering",1,2
"Ritika Iyer","High Voltage Engineering",2,2
"Sai Bansal","High Voltage Engineering",1,1
"Kavya Khanna","High Voltage Engineering",1,1
"Vivaan Joshi","High Voltage Engineering",1,1
"Aarav Ghosh","High Voltage Engineering",1,1
"Mohit Kapoor","High Voltage Engineering",1,1
"Pooja Pandey","High Voltage Engineering",1,1
"Dev Choudhary","High Voltage Engineering",2,2
"Rahul Agarwal","High Voltage Engineering",1,1
"Neha Thakur","High Voltage Engineering",1,1
"Arjun Joshi","High Voltage Engineering",1,1
"Yash Patel","High Voltage Engineering",1,1
"Siddharth Nair","High Voltage Engineering",1,1
"Rohan Iyer","High Voltage Engineering",2,3
"Rohan Reddy","High Voltage Engineering",2,3
"Harsh Verma","High Voltage Engineering",1,1
"Rahul Ghosh","High Voltage Engineering",1,1
"Neha Nair","High Voltage Engineering",1,1
"Vivaan Mehta","High Voltage Engineering",1,1
"Meera Reddy","High Voltage Engineering",1,1
"Aditi Dubey","High Voltage Engineering",1,1
"Rahul Choudhary","High Voltage Engineering",0,1
"Kunal Joshi","High Voltage Engineering",1,2
"Om Patel","High Voltage Engineering",1,1
"Aarav Bansal","High Voltage Engineering",1,1
"Sai Patel","High Voltage Engineering",0,1
"Tanmay Khanna","High Voltage Engineering",1,1
"Ananya Jain","High Voltage Engineering",1,1
"Nikhil Menon","High Voltage Engineering",1,1
"Ananya Rao","High Voltage Engineering",1,1
"Manav Thakur","High Voltage Engineering",1,1
"Sai Sharma","High Voltage Engineering",1,1
"Diya Patel","High Voltage Engineering",1,2
"Mohit Reddy","High Voltage Engineering",1,1
"Dev Iyer","High Voltage Engineering",1,1
"Manav Dubey","High Voltage Engineering",1,1
"Aditya Menon","High Voltage Engineering",1,1
"Varun Bansal","High Voltage Engineering",1,1
"Rahul Bansal","High Voltage Engineering",1,1
"Deepak Reddy","High Voltage Engineering",0,1
"Yash Bansal","High Voltage Engineering",1,1
"Sneha Agarwal","High Voltage Engineering",1,1
"Aditi Patel","High Voltage Engineering",1,1
"Ishaan Sinha","High Voltage Engineering",1,2
"Nikhil Mehta","High Voltage Engineering",0,1
"Kunal Sinha","High Voltage Engineering",1,1
"Rohan Jain","High Voltage Engineering",1,1
"Priya Kapoor","High Voltage Engineering",1,1
"Siddharth Sinha","High Voltage Engineering",1,1
"Vivaan Menon","High Voltage Engineering",1,1
"Kavya Ghosh","High Voltage Engineering",1,1
"Nikhil Iyer","High Voltage Engineering",1,1
"Arjun Patel","High Voltage Engineering",0,1
"Neha Das","High Voltage Engineering",1,1
"Tanmay Sinha","High Voltage Engineering",1,1
"Vivaan Agarwal","High Voltage Engineering",0,1
"Meera Nair","High Voltage Engineering",1,1
"Om Khanna","High Voltage Engineering",0,1
"Siddharth Joshi","High Voltage Engineering",1,1
"Ritesh Sharma","High Voltage Engineering",0,1
"Neha Pandey",Robotics,1,1
"Aman Reddy",Robotics,1,1
"Nikhil Bansal",Robotics,1,1
"Sneha Pandey",Robotics,0,1
"Rohan Ghosh",Robotics,2,2
"Ishaan Nair",Robotics,1,1
"Aarav Das",Robotics,1,1
"Ananya Bansal",Robotics,1,1
"Aditi Agarwal",Robotics,1,1
"Sneha Nair",Robotics,3,3
"Yash Jain",Robotics,1,1
"Siddharth Joshi",Robotics,1,1
"Meera Iyer",Robotics,1,2
"Ananya Thakur",Robotics,1,1
"Arjun Menon",Robotics,1,1
"Tanmay Nair",Robotics,3,3
"Dev Ghosh",Robotics,1,1
"Dev Kapoor",Robotics,2,2
"Nikhil Jain",Robotics,1,1
"Aditi Das",Robotics,1,2
"Yash Nair",Robotics,1,1
"Manav Das",Robotics,1,2
"Meera Sharma",Robotics,1,1
"Tanmay Bansal",Robotics,0,1
"Nikhil Rao",Robotics,1,2
"Siddharth Choudhary",Robotics,2,2
"Siddharth Mehta",Robotics,1,1
"Om Ghosh",Robotics,1,1
"Rohan Gupta",Robotics,1,1
"Sneha Thakur",Robotics,1,1
"Arjun Iyer",Robotics,1,2
"Sai Reddy",Robotics,1,1
"Yash Patel",Robotics,1,1
"Aarav Mehta",Robotics,1,1
"Sai Agarwal",Robotics,0,1
"Ritika Nair",Robotics,1,1
"Diya Rao",Robotics,0,1
"Neha Dubey",Robotics,1,1
"Krishna Sharma",Robotics,1,1
"Meera Agarwal",Robotics,2,2
"Deepak Joshi",Robotics,1,1
"Yash Choudhary",Robotics,1,2
"Aditya Patel",Robotics,0,1
"Rahul Joshi",Robotics,1,1
"Aditi Choudhary",Robotics,1,1
"Aarav Joshi",Robotics,3,3
"Diya Pandey",Robotics,2,2
"Kunal Sharma",Robotics,1,1
"Mohit Agarwal",Robotics,1,2
"Siddharth Sharma",Robotics,1,2
"Dev Rao",Robotics,1,1
"Varun Kapoor",Robotics,1,1
"Yash Rao",Robotics,1,1
"Aarav Thakur",Robotics,1,1
"Nikhil Thakur",Robotics,1,1
"Aman Dubey",Robotics,0,1
"Diya Kapoor",Robotics,2,2
"Rahul Sharma",Robotics,1,1
"Ritika Pandey",Robotics,1,1
"Ritesh Das",Robotics,1,1
"Sneha Dubey",Robotics,1,1
"Kavya Verma",Robotics,0,1
"Siddharth Sinha",Robotics,1,1
"Harsh Nair",Robotics,0,1
"Diya Bansal",Robotics,2,2
"Kavya Rao",Robotics,1,1
"Rahul Thakur",Robotics,1,2
"Siddharth Patel",Robotics,2,2
"Krishna Menon",Robotics,1,1
"Rohan Sinha",Robotics,1,1
"Dev Pandey",Robotics,1,1
"Manav Joshi",Robotics,0,1
"Meera Menon",Robotics,0,1
"Vivaan Pandey",Robotics,2,2
"Ishaan Iyer",Robotics,1,1
"Siddharth Menon",Robotics,1,1
"Priya Bansal",Robotics,1,1
"Ishaan Kapoor",Robotics,1,1
"Ritika Sharma",Robotics,1,1
"Pooja Sinha",Robotics,0,1
"Siddharth Reddy",Robotics,1,1
"Aditi Thakur",Robotics,2,2
"Kunal Menon",Robotics,1,1
"Ishaan Ghosh",Robotics,1,1
"Harsh Khanna",Robotics,0,1
"Arjun Sinha",Robotics,1,1
"Aman Jain",Robotics,1,1
"Aditya Choudhary",Robotics,1,1
"Varun Rao",Robotics,1,1
"Krishna Choudhary",Robotics,1,1
"Aarav Sharma",Robotics,1,1
"Neha Agarwal",Robotics,1,1
"Manav Sinha",Robotics,1,1
"Arjun Ghosh",Robotics,1,1
"Neha Ghosh",Robotics,0,1
"Manav Sharma",Robotics,1,1
"Ananya Gupta",Robotics,1,1
"Rahul Reddy",Robotics,1,1
"Krishna Rao",Robotics,1,1
"Meera Pandey",Robotics,0,1
"Manav Patel",Robotics,1,1
"Nikhil Gupta",Robotics,1,1
"Sneha Menon",Robotics,1,1
"Tanmay Jain",Robotics,0,1
"Siddharth Ghosh",Robotics,1,1
"Vivaan Mehta",Robotics,1,1
"Pooja Bansal",Robotics,0,1
"Aditya Agarwal",Robotics,1,1
"Harsh Bansal",Robotics,1,1
"Vivaan Agarwal",Robotics,1,1
"Aditi Gupta",Robotics,1,1
"Sneha Das",Robotics,1,1
"Siddharth Agarwal",Robotics,1,1
"Tanmay Choudhary",Robotics,0,1
"Aman Pandey",Robotics,1,1
"Dev Gupta","Software Testing",1,1
"Tanmay Agarwal","Software Testing",0,1
"Priya Ghosh","Software Testing",1,1
"Kavya Patel","Software Testing",1,1
"Arjun Sharma","Software Testing",1,2
"Diya Iyer","Software Testing",1,1
"Meera Jain","Software Testing",1,1
"Yash Agarwal","Software Testing",0,2
"Sai Gupta","Software Testing",1,1
"Siddharth Pandey","Software Testing",1,1
"Pooja Gupta","Software Testing",1,1
"Kavya Sharma","Software Testing",1,2
"Aditi Bansal","Software Testing",1,1
"Aditya Pandey","Software Testing",0,1
"Pooja Sharma","Software Testing",3,3
"Pooja Mehta","Software Testing",1,1
"Pooja Patel","Software Testing",1,1
"Priya Bansal","Software Testing",1,1
"Meera Nair","Software Testing",2,3
"Diya Sharma","Software Testing",1,1
"Ishaan Nair","Software Testing",1,1
"Priya Choudhary","Software Testing",0,1
"Siddharth Kapoor","Software Testing",1,1
"Pooja Pandey","Software Testing",2,2
"Ishaan Gupta","Software Testing",1,1
"Meera Reddy","Software Testing",2,2
"Ritika Bansal","Software Testing",1,2
"Dev Iyer","Software Testing",0,1
"Neha Bansal","Software Testing",0,1
"Tanmay Patel","Software Testing",1,1
"Ritika Iyer","Software Testing",1,1
"Aarav Khanna","Software Testing",1,1
"Ishaan Bansal","Software Testing",1,1
"Ishaan Ghosh","Software Testing",1,1
"Sai Patel","Software Testing",0,1
"Kunal Kapoor","Software Testing",1,1
"Nikhil Mehta","Software Testing",1,1
"Aditi Thakur","Software Testing",2,3
"Aditi Menon","Software Testing",1,1
"Harsh Sinha","Software Testing",1,1
"Manav Patel","Software Testing",1,1
"Mohit Thakur","Software Testing",1,1
"Kavya Bansal","Software Testing",1,1
"Aditi Ghosh","Software Testing",1,1
"Sneha Choudhary","Software Testing",1,1
"Harsh Kapoor","Software Testing",1,1
"Vivaan Menon","Software Testing",1,1
"Rahul Reddy","Software Testing",1,1
"Tanmay Choudhary","Software Testing",1,1
"Rahul Bansal","Software Testing",1,1
"Harsh Gupta","Software Testing",2,2
"Ishaan Iyer","Software Testing",2,2
"Aditi Iyer","Software Testing",0,1
"Aarav Iyer","Software Testing",1,2
"Siddharth Sinha","Software Testing",1,1
"Ananya Patel","Software Testing",1,1
"Priya Patel","Software Testing",1,1
"Aditya Reddy","Software Testing",1,1
"Manav Choudhary","Software Testing",1,1
"Aman Pandey","Software Testing",0,1
"Kavya Nair","Software Testing",1,1
"Neha Joshi","Software Testing",1,1
"Sai Khanna","Software Testing",1,1
"Ritesh Reddy","Software Testing",0,3
"Krishna Iyer","Software Testing",1,1
"Sneha Khanna","Software Testing",0,1
"Kunal Gupta","Software Testing",1,2
"Rohan Sinha","Software Testing",1,1
"Nikhil Verma","Software Testing",2,3
"Ishaan Joshi","Software Testing",1,1
"Dev Thakur","Software Testing",1,1
"Mohit Choudhary","Software Testing",1,1
"Pooja Iyer","Software Testing",1,1
"Diya Joshi","Software Testing",2,2
"Kavya Dubey","Software Testing",1,1
"Ritesh Ghosh","Software Testing",0,1
"Ananya Das","Software Testing",1,1
"Ritesh Bansal","Software Testing",0,1
"Rahul Choudhary","Software Testing",2,2
"Harsh Jain","Software Testing",1,1
"Rohan Choudhary","Software Testing",0,1
"Aarav Patel","Software Testing",0,1
"Aditi Sharma","Software Testing",1,1
"Ishaan Menon","Software Testing",1,1
"Ishaan Rao","Software Testing",3,3
"Pooja Agarwal","Software Testing",1,1
"Manav Sinha","Software Testing",1,1
"Varun Mehta","Software Testing",1,1
"Pooja Sinha","Software Testing",1,1
"Kunal Choudhary","Software Testing",1,1
"Yash Sharma","Software Testing",1,1
"Kunal Rao","Software Testing",1,1
"Meera Choudhary","Software Testing",1,1
"Sneha Rao","Software Testing",1,2
"Aarav Mehta","Software Testing",1,1
"Arjun Bansal","Software Testing",1,2
"Kunal Iyer","Software Testing",1,1
"Tanmay Bansal","Software Testing",0,1
"Deepak Pandey","Software Testing",1,1
"Dev Rao","Software Testing",1,1
"Siddharth Dubey","Software Testing",1,1
"Harsh Thakur","Software Testing",1,1
"Diya Kapoor","Software Testing",1,1
"Sneha Sharma","Software Testing",1,1
"Siddharth Das","Software Testing",0,1
"Diya Rao","Software Testing",1,1
"Aarav Kapoor","Software Testing",1,1
"Varun Nair","Software Testing",1,1
"Ritesh Jain","Software Testing",1,1
"Meera Menon","Software Testing",1,1
"Ritesh Das","Software Testing",1,1
"Kavya Jain","Software Testing",1,1
"Mohit Das","Software Testing",1,1
"Aditya Kapoor","Software Testing",1,1
"Dev Khanna","Software Testing",1,1
"Deepak Verma","Software Testing",1,1
"Arjun Joshi","Software Testing",1,1
"Sai Verma","Software Testing",1,1
"Yash Khanna","Software Testing",2,2
"Ishaan Agarwal","Software Testing",0,1
"Yash Joshi","Software Testing",1,1
"Ritika Mehta","Software Testing",1,1
"Harsh Reddy","Software Testing",1,1
"Pooja Joshi","Software Testing",1,1
"Sneha Das","Software Testing",1,1
"Deepak Reddy","Software Testing",1,1
"Ishaan Choudhary","Software Testing",1,1
"Nikhil Dubey","Software Testing",1,1
"Aditya Das","Electric Vehicles",1,1
"Kavya Das","Electric Vehicles",2,2
"Priya Kapoor","Electric Vehicles",1,1
"Kavya Patel","Electric Vehicles",1,1
"Nikhil Patel","Electric Vehicles",1,1
"Priya Ghosh","Electric Vehicles",1,1
"Ishaan Dubey","Electric Vehicles",1,1
"Dev Thakur","Electric Vehicles",2,2
"Neha Verma","Electric Vehicles",3,3
"Dev Sinha","Electric Vehicles",1,1
"Priya Rao","Electric Vehicles",1,1
"Aarav Rao","Electric Vehicles",2,2
"Aman Mehta","Electric Vehicles",4,4
"Diya Joshi","Electric Vehicles",1,1
"Ritika Iyer","Electric Vehicles",3,3
"Aditi Gupta","Electric Vehicles",1,2
"Mohit Kapoor","Electric Vehicles",1,2
"Kunal Rao","Electric Vehicles",1,1
"Manav Kapoor","Electric Vehicles",0,1
"Aditi Patel","Electric Vehicles",0,2
"Manav Gupta","Electric Vehicles",0,1
"Aarav Jain","Electric Vehicles",2,2
"Arjun Mehta","Electric Vehicles",1,1
"Ananya Jain","Electric Vehicles",0,1
"Priya Dubey","Electric Vehicles",1,1
"Tanmay Ghosh","Electric Vehicles",1,1
"Arjun Patel","Electric Vehicles",0,1
"Meera Patel","Electric Vehicles",2,2
"Ishaan Iyer","Electric Vehicles",0,1
"Varun Menon","Electric Vehicles",2,2
"Varun Thakur","Electric Vehicles",1,1
"Dev Das","Electric Vehicles",0,1
"Diya Ghosh","Electric Vehicles",1,1
"Ritika Agarwal","Electric Vehicles",1,1
"Varun Bansal","Electric Vehicles",1,1
"Aarav Agarwal","Electric Vehicles",0,1
"Tanmay Pandey","Electric Vehicles",3,3
"Manav Pandey","Electric Vehicles",1,2
"Aditi Sinha","Electric Vehicles",1,2
"Rahul Menon","Electric Vehicles",2,2
"Ananya Pandey","Electric Vehicles",3,3
"Ritika Reddy","Electric Vehicles",1,2
"Rahul Nair","Electric Vehicles",1,1
"Om Das","Electric Vehicles",1,1
"Kunal Agarwal","Electric Vehicles",1,1
"Manav Jain","Electric Vehicles",3,3
"Harsh Pandey","Electric Vehicles",1,1
"Siddharth Pandey","Electric Vehicles",1,1
"Yash Verma","Electric Vehicles",1,1
"Harsh Agarwal","Electric Vehicles",2,2
"Nikhil Thakur","Electric Vehicles",0,1
"Rohan Patel","Electric Vehicles",2,2
"Sai Verma","Electric Vehicles",1,1
"Yash Gupta","Electric Vehicles",0,1
"Yash Choudhary","Electric Vehicles",1,1
"Om Iyer","Electric Vehicles",2,2
"Sneha Kapoor","Electric Vehicles",3,3
"Ishaan Bansal","Electric Vehicles",1,1
"Om Pandey","Electric Vehicles",1,1
"Manav Nair","Electric Vehicles",1,1
"Sneha Das","Electric Vehicles",0,1
"Tanmay Iyer","Electric Vehicles",2,2
"Tanmay Choudhary","Electric Vehicles",1,1
"Pooja Gupta","Electric Vehicles",1,1
"Deepak Rao","Electric Vehicles",1,1
"Rahul Pandey","Electric Vehicles",1,2
"Ritika Gupta","Electric Vehicles",1,1
"Om Nair","Electric Vehicles",1,1
"Meera Kapoor","Electric Vehicles",1,1
"Tanmay Jain","Electric Vehicles",1,1
"Om Verma","Electric Vehicles",1,1
"Priya Mehta","Electric Vehicles",1,1
"Rahul Rao","Electric Vehicles",1,1
"Aman Agarwal","Electric Vehicles",1,1
"Priya Reddy","Electric Vehicles",2,2
"Rohan Das","Electric Vehicles",1,1
"Aditi Verma","Electric Vehicles",1,1
"Rahul Dubey","Electric Vehicles",1,1
"Varun Sinha","Electric Vehicles",1,1
"Rahul Thakur","Electric Vehicles",1,1
"Ishaan Mehta","Electric Vehicles",1,1
"Sai Ghosh","Electric Vehicles",0,1
"Sneha Mehta","Electric Vehicles",1,1
"Priya Das","Electric Vehicles",2,2
"Rohan Sinha","Electric Vehicles",1,1
"Arjun Nair","Electric Vehicles",0,1
"Meera Verma","Electric Vehicles",1,1
"Pooja Dubey","Electric Vehicles",1,1
"Aman Kapoor","Electric Vehicles",1,1
"Harsh Iyer","Electric Vehicles",1,1
"Ananya Mehta","Electric Vehicles",1,1
"Yash Sharma","Electric Vehicles",1,1
"Neha Nair","Electric Vehicles",1,1
"Aarav Bansal","Electric Vehicles",1,1
"Siddharth Bansal","Electric Vehicles",0,2
"Aarav Kapoor","Electric Vehicles",0,1
"Ananya Sharma","Electric Vehicles",1,1
"Sai Thakur","Electric Vehicles",3,3
"Ritika Ghosh","Electric Vehicles",1,1
"Harsh Choudhary","Electric Vehicles",1,1
"Aditya Reddy","Electric Vehicles",1,1
"Aditya Patel","Electric Vehicles",1,1
"Aarav Gupta","Electric Vehicles",1,1
"Neha Pandey","Electric Vehicles",0,1
"Pooja Menon","Electric Vehicles",1,1
"Pooja Joshi","Electric Vehicles",1,1
"Nikhil Nair","Electric Vehicles",1,1
"Om Joshi","Electric Vehicles",2,2
"Ritika Menon","Electric Vehicles",1,1
"Kunal Nair","Electric Vehicles",1,2
"Arjun Bansal","Electric Vehicles",1,1
"Tanmay Sinha","Electric Vehicles",1,1
"Tanmay Mehta","Electric Vehicles",1,1
"Vivaan Menon","Electric Vehicles",1,1
"Aditya Jain","Electric Vehicles",1,1
"Mohit Gupta","Electric Vehicles",1,1
"Aditi Rao","Electric Vehicles",1,1
"Diya Kapoor","Electric Vehicles",1,1
"Deepak Nair","Electric Vehicles",1,1
"Meera Pandey","Electric Vehicles",1,1
"Siddharth Rao","Electric Vehicles",0,1
"Sneha Nair","Electric Vehicles",0,1
"Siddharth Nair","Electric Vehicles",0,1
"Nikhil Jain","Electric Vehicles",1,1
"Pooja Joshi","Mechanical Vibrations",2,2
"Rohan Rao","Mechanical Vibrations",1,1
"Varun Sharma","Mechanical Vibrations",0,1
"Priya Menon","Mechanical Vibrations",1,1
"Nikhil Rao","Mechanical Vibrations",1,1
"Dev Patel","Mechanical Vibrations",0,1
